"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"9267",93471,"Male","No records",0,20.25,1528388,1.79,578200,29.88,98.24,62,"Contract","Mortgage","Vehicle",0
"2816",35555,"Male","Postgrad",0,22.25,580914,1.41,675237,27.3,91.84,57.7,"Contract","Rent","Vehicle",0
"1240",21216,"Male","Grade 12",0,35,4712,0.63,8964,36.15,115.24,70.7,"Unemployed","Rent","Debt_consolidation",1
"4558",51422,"Female","Diploma",0,16.75,594226,1.72,1732719,25.68,88.81,59.1,"Salaried","Mortgage","Home_improvement",1
"8288",84849,"Female","Postgrad",0,22.25,528180,1.93,1702797,2.4,13.11,29.4,"Salaried","Rent","Vehicle",0
"6802",71737,"Male","Grade 12",4,22.75,1572320,1.71,5010035,37.26,120.94,67.6,"Self-employed","Own","Debt_consolidation",1
"9139",92186,"Male","Diploma",2,18.75,501944,1.49,1140090,36.41,116.4,59.1,"Salaried","Rent","Vehicle",1
"5963",64433,"Female","No records",0,35,1891,0.47,5103,21.66,76.11,54.5,"Unemployed","Rent","Debt_consolidation",1
"9103",91922,"Male","Diploma",1,22.25,446885,1.68,890564,34.1,114.18,58.1,"Contract","Rent","Vehicle",1
"6326",67454,"Female","Grade 12",0,16.75,548602,1.24,2006601,16.33,59,51.3,"Salaried","Mortgage","Home_improvement",1
"3743",44110,"Male","Degree",1,23.75,1588562,1.78,5808194,34.71,115.88,59.7,"Self-employed","Rent","Other",0
"1469",23328,"Female","Grade 12",0,22.75,2803620,1.84,1962638,39.09,127.73,63.3,"Self-employed","Own","Debt_consolidation",0
"6787",71623,"Male","Diploma",0,25.25,3075422,1.9,7893816,28.11,93,61.2,"Self-employed","Rent","Other",1
"3719",43862,"Female","Grade 12",0,16.75,249036,1.52,563239,35.6,120.1,59.1,"Salaried","Mortgage","Home_improvement",1
"6790",71659,"Female","Diploma",2,20.25,208030,1.44,338573,33.94,113.77,62,"Salaried","Rent","Vehicle",1
"8598",87506,"Female","No records",0,18.75,282542,1,760464,28.37,96.46,51.8,"Salaried","Rent","Vehicle",0
"6670",70694,"Male","Degree",0,16.75,458616,1.31,1016632,8.17,39.56,41.2,"Salaried","Mortgage","Home_improvement",0
"2541",33038,"Male","Diploma",0,16.75,310686,1.32,796800,9.6,42.53,41.6,"Salaried","Mortgage","Home_improvement",0
"2674",34211,"Female","No records",1,19.25,151766,1.39,479822,6.64,32.1,30.3,"Salaried","Mortgage","Vehicle",1
"8579",87355,"Male","Grade 12",1,22.25,192269,1.83,259783,2.42,19.67,30.5,"Salaried","Rent","Vehicle",0
"8033",82354,"Female","Grade 12",0,17.75,185997,1.82,294956,31.73,100.95,56.2,"Salaried","Mortgage","Vehicle",1
"6974",73164,"Male","Degree",0,35,4879,0.58,13034,13.79,48.15,47.1,"Unemployed","Rent","Debt_consolidation",1
"7594",78245,"Male","Grade 12",2,18.75,539505,1.23,358872,1.62,19.41,29.3,"Salaried","Mortgage","Vehicle",1
"4332",49248,"Female","Grade 12",0,17.75,251422,1.22,252996,22.56,78.18,45.7,"Salaried","Mortgage","Vehicle",0
"8836",89610,"Male","Degree",0,15.75,333613,1.99,146359,36.43,121.23,61.7,"Salaried","Mortgage","Home_improvement",0
"8883",89996,"Female","Diploma",1,19.25,413815,1.29,1016242,34.44,111.42,66.8,"Salaried","Mortgage","Vehicle",0
"3215",39580,"Male","Diploma",0,20.25,753925,1.55,2703639,6.22,26.11,41.1,"Salaried","Rent","Vehicle",0
"3262",40030,"Female","No records",2,19.75,1865578,1.51,4989427,22,78.76,50,"Self-employed","Mortgage","Vehicle",1
"3979",46143,"Male","Degree",2,17.75,158238,1.51,396529,14.23,53.59,45.8,"Salaried","Mortgage","Vehicle",0
"4878",54449,"Female","Diploma",0,18.75,328330,1.66,779088,14.35,57.86,44.7,"Salaried","Rent","Vehicle",1
"3121",38673,"Male","No records",2,19.25,96556,1.64,142767,39.03,128.43,62.7,"Salaried","Mortgage","Vehicle",1
"7655",78897,"Female","Diploma",0,26.75,478452,1.01,411074,38.61,126.97,70.2,"Contract","Rent","Other",0
"5824",63121,"Female","Grade 12",0,14.25,457676,1.61,150871,32.89,109.53,65.1,"Salaried","Mortgage","Home_improvement",1
"5134",56685,"Male","Diploma",2,16.75,463715,1.25,554421,22.91,84.2,56.2,"Salaried","Mortgage","Home_improvement",0
"9832",98478,"Male","Grade 12",2,13.75,210046,1.95,63465,18.92,63.05,44.1,"Salaried","Mortgage","Vehicle",0
"4298",48952,"Female","No records",0,20.75,172157,1.53,477370,6.55,35.79,31.4,"Salaried","Own","Debt_consolidation",0
"6076",65455,"Male","Diploma",3,20.25,361703,1.15,651189,39.37,128.79,73.8,"Salaried","Rent","Vehicle",0
"1791",26096,"Male","Degree",2,16.75,97749,1.78,295007,25.53,80.22,55,"Salaried","Mortgage","Home_improvement",0
"5935",64140,"Female","Grade 12",0,25.25,947505,2.31,3214459,5.28,23.94,40,"Self-employed","Rent","Other",1
"8055",82660,"Female","Grade 12",0,23.75,1156393,1.87,3878146,30.32,98.31,56.8,"Self-employed","Rent","Other",1
"2564",33205,"Female","Degree",1,35,7882,0.58,10397,32.49,106.42,62.7,"Unemployed","Rent","Debt_consolidation",1
"153",11479,"Male","No records",3,25.25,197272,2.02,726758,1.63,14.25,31.5,"Salaried","Rent","Other",1
"8976",90780,"Female","Diploma",0,19.25,362370,1.78,1177280,22.29,76.36,55.7,"Salaried","Own","Debt_consolidation",0
"35",10276,"Female","Grade 12",1,22.25,1161563,1.59,508947,34.45,110.59,64.4,"Contract","Mortgage","Debt_consolidation",1
"7119",74310,"Male","No records",1,26.75,7384,0.26,21776,7.01,34.89,32.1,"Unemployed","Rent","Home_improvement",0
"642",15840,"Female","No records",0,20.75,269025,1.34,168216,34.75,115.25,63.2,"Self-employed","Mortgage","Debt_consolidation",1
"2307",30941,"Female","Diploma",0,24.25,450866,1.54,1169162,2.17,17.01,24.5,"Salaried","Own","Debt_consolidation",0
"1979",27765,"Male","No records",0,21.25,686528,2.16,2520793,33.45,105.67,59.5,"Contract","Mortgage","Vehicle",1
"6809",71788,"Female","Postgrad",0,18.75,348790,1.41,678414,14.34,56.32,46.4,"Salaried","Rent","Vehicle",1
"6448",68510,"Male","No records",0,20.25,959832,1.91,1919816,4.57,18.14,29.1,"Self-employed","Mortgage","Home_improvement",0
"7500",77490,"Male","Degree",0,23.75,1742151,1.62,2622312,17.79,61.99,42.4,"Self-employed","Rent","Other",1
"2638",33835,"Male","Degree",0,16.75,232032,1.33,337814,7.76,30.79,30.5,"Salaried","Mortgage","Home_improvement",0
"1764",25872,"Female","No records",0,19.25,636529,1.6,1944383,13.03,51.06,35.8,"Salaried","Own","Debt_consolidation",1
"8861",89816,"Male","Grade 12",2,16.75,830543,1.29,1737071,7.01,36.41,33.1,"Salaried","Mortgage","Home_improvement",1
"8222",84170,"Male","Diploma",1,20.25,258484,2.04,730528,33.87,111.34,63.2,"Salaried","Rent","Vehicle",0
"3799",44702,"Male","Grade 12",0,17.75,337833,1.43,1275706,11.1,40.72,41.7,"Salaried","Mortgage","Vehicle",0
"6183",66399,"Female","Grade 12",2,20.25,1277933,2.85,1318726,38.21,121.28,70.2,"Self-employed","Mortgage","Home_improvement",1
"7350",76101,"Male","Diploma",1,19.25,261325,1.23,914495,29.97,100.27,63.2,"Salaried","Mortgage","Vehicle",0
"3048",37898,"Female","Diploma",0,19.25,363344,1.81,735849,30.62,100,64.2,"Salaried","Mortgage","Vehicle",1
"736",16820,"Female","Diploma",0,34.75,3988,0.6,14528,31.06,100.64,55.5,"Unemployed","Mortgage","Debt_consolidation",1
"6911",72591,"Female","Diploma",0,26.75,2550,0.36,8883,11.9,53.58,35.4,"Unemployed","Rent","Home_improvement",0
"1514",23739,"Female","No records",1,19.25,602148,1.88,1651777,21.29,76.03,45.6,"Salaried","Own","Debt_consolidation",1
"4929",54768,"Male","Grade 12",1,18.25,484623,1.66,1598552,35.96,118.63,69.7,"Salaried","Mortgage","Home_improvement",0
"5389",58931,"Male","No records",0,35,2730,0.58,7418,23.86,82.99,48,"Unemployed","Rent","Debt_consolidation",1
"4111",47267,"Female","Grade 12",0,18.75,131749,1.58,273785,9.02,33.67,37.1,"Salaried","Rent","Vehicle",0
"70",10679,"Male","Degree",0,18.25,281719,2.16,784787,30.17,100,61.4,"Salaried","Mortgage","Home_improvement",1
"6913",72610,"Female","Postgrad",2,18.75,315432,1.33,690876,11.53,47,42.8,"Salaried","Rent","Vehicle",0
"8474",86435,"Male","Grade 12",0,14.25,404381,1.46,253860,17.28,55.67,45.8,"Salaried","Mortgage","Home_improvement",1
"7278",75507,"Male","Degree",0,24.25,855020,1.84,2647176,39.61,125.69,73,"Contract","Own","Debt_consolidation",1
"4791",53630,"Male","Degree",0,18.75,126636,1.58,456035,11.25,40.48,34.4,"Salaried","Rent","Vehicle",1
"4752",53292,"Female","Grade 12",0,23.75,1628274,1.74,1925791,28.79,96.68,51.6,"Self-employed","Rent","Other",1
"4674",52551,"Male","Grade 12",0,17.75,81005,1.79,175196,7.66,30.71,31.7,"Salaried","Mortgage","Vehicle",0
"8908",90156,"Female","Grade 12",0,25.25,3043681,2.24,10475612,36.37,116.59,66.1,"Self-employed","Rent","Other",1
"3150",38938,"Female","Grade 12",2,22.25,958623,2.13,2957349,21.86,73.71,49.2,"Contract","Rent","Vehicle",1
"7681",79135,"Female","Diploma",0,25.25,171091,1.2,238487,1.75,15.28,29.5,"Salaried","Rent","Other",1
"3366",40964,"Female","Diploma",2,29.25,4167,0.41,4645,27.99,90.96,52.3,"Unemployed","Rent","Home_improvement",1
"6715",71020,"Female","No records",0,24.75,2037506,1.63,904924,0.13,9.96,28,"Self-employed","Rent","Other",1
"4681",52586,"Female","Diploma",0,16.75,182564,1.63,201536,33.65,114.54,56.4,"Salaried","Mortgage","Home_improvement",0
"7896",81157,"Female","Degree",1,18.25,334506,0.99,372965,37.02,113.96,64.4,"Salaried","Mortgage","Home_improvement",0
"9695",97387,"Male","Grade 12",0,19.25,407388,1.72,1380099,15.04,55.94,42.3,"Salaried","Own","Debt_consolidation",0
"4605",51915,"Female","No records",0,17.75,347336,1.09,487161,14.44,47.42,37,"Salaried","Mortgage","Vehicle",0
"8528",86882,"Male","Postgrad",0,19.25,479968,1.59,512985,34.8,113.12,67.8,"Salaried","Mortgage","Vehicle",0
"6901",72540,"Male","No records",2,20.25,1019324,1.7,630453,39.59,122.51,74,"Contract","Mortgage","Vehicle",1
"1237",21196,"Female","Diploma",2,21.75,393365,1.64,338847,21.92,78.44,49.7,"Salaried","Rent","Other",1
"3567",42633,"Female","Grade 12",0,18.25,120365,1.37,110447,36.94,118.48,63.1,"Salaried","Mortgage","Home_improvement",1
"1528",23904,"Female","Postgrad",3,16.75,237936,1.2,673761,14.6,50.2,49.4,"Salaried","Mortgage","Home_improvement",1
"5138",56749,"Female","No records",0,21.25,520062,1.91,1607946,2.48,17.38,35.5,"Salaried","Mortgage","Vehicle",1
"1234",21135,"Female","Grade 12",0,18.75,617405,1.81,1328899,11.95,44.47,40.4,"Salaried","Rent","Vehicle",0
"8014",82202,"Female","Grade 12",2,19.25,392515,1.14,494046,17.88,67.27,40.8,"Salaried","Own","Debt_consolidation",1
"696",16404,"Female","Degree",1,22.25,800159,1.76,967325,16.27,55.73,47.5,"Contract","Rent","Vehicle",1
"7109",74262,"Female","Grade 12",0,18.75,420851,1.29,410081,20.96,68.82,50.5,"Salaried","Rent","Vehicle",0
"4814",53849,"Female","No records",2,21.75,152313,1.61,331737,28.29,95.56,50.9,"Salaried","Rent","Other",1
"287",12657,"Female","Diploma",1,16.75,535483,1.33,1032000,25.56,83.34,58.4,"Salaried","Mortgage","Home_improvement",0
"4176",47753,"Female","Degree",0,20.75,406068,1.55,1010859,37.05,120.05,65.9,"Salaried","Own","Debt_consolidation",0
"4569",51561,"Male","Grade 12",1,18.75,248119,1.49,499780,7.57,30.91,36.1,"Salaried","Rent","Vehicle",0
"5597",61070,"Male","Grade 12",1,19.25,406358,1.51,1401626,27.52,91.39,59.4,"Salaried","Own","Debt_consolidation",1
"2433",31960,"Female","Degree",1,18.25,296945,1.56,467409,34.12,110.82,61.3,"Salaried","Mortgage","Home_improvement",0
"1098",20083,"Male","No records",2,23.25,217777,0.87,562439,38.97,123.88,64.8,"Salaried","Rent","Other",1
"9058",91505,"Female","Grade 12",0,19.25,424191,1.29,1506032,5.97,26.59,39.9,"Salaried","Mortgage","Vehicle",1
"3716",43844,"Female","Degree",0,18.75,310841,1.71,956449,17.82,65.25,43.2,"Salaried","Rent","Vehicle",0
"2754",34998,"Female","Grade 12",3,19.75,2441309,1.71,5955729,23.51,83.16,50.7,"Self-employed","Mortgage","Vehicle",1
"3053",37960,"Male","Degree",1,17.75,64869,1.03,57049,18.61,62.03,51,"Salaried","Mortgage","Vehicle",0
"1239",21211,"Female","Grade 12",0,16.25,976873,1.51,426686,24.13,83.78,49.4,"Self-employed","Mortgage","Home_improvement",0
"1076",19879,"Female","Diploma",0,23.75,1188175,1.02,1579586,12.7,48.08,35.4,"Self-employed","Rent","Other",1
"909",18382,"Male","Grade 12",3,16.75,454493,1.45,1308090,8.3,36.52,43,"Salaried","Mortgage","Home_improvement",0
"8801",89271,"Male","Diploma",0,35,6217,0.5,14156,25.14,83.27,48,"Unemployed","Rent","Debt_consolidation",1
"7684",79162,"Female","Grade 12",0,17.75,513212,1.75,1946654,20.36,72.85,50.2,"Salaried","Mortgage","Vehicle",0
"9716",97528,"Female","Grade 12",0,19.25,202333,1.7,344190,33.37,109.72,60.1,"Salaried","Mortgage","Vehicle",0
"8522",86816,"Male","Grade 12",2,16.75,260202,1.1,647706,16.12,58.72,41.6,"Salaried","Mortgage","Home_improvement",0
"8030",82323,"Male","Grade 12",0,18.25,505104,1.5,1661658,38.16,123.73,64.2,"Salaried","Mortgage","Home_improvement",1
"4385",49743,"Female","Degree",2,22.75,1200408,1.7,2109043,33.39,108.93,67.1,"Contract","Mortgage","Vehicle",1
"4268",48698,"Male","Diploma",0,19.25,568510,1.41,1170781,17.85,66.63,45.1,"Salaried","Own","Debt_consolidation",1
"573",15298,"Female","Diploma",1,19.25,561109,1.7,1709842,35.32,112.5,68.6,"Salaried","Mortgage","Vehicle",1
"1876",26882,"Female","No records",0,23.75,178421,1.83,162826,30.18,103.34,60.6,"Contract","Rent","Vehicle",1
"7397",76469,"Female","Grade 12",0,21.25,766951,1.53,1031181,35.05,117.02,67.9,"Self-employed","Mortgage","Vehicle",0
"4292",48888,"Female","Degree",3,21.25,1005190,1.98,721390,4.33,26.17,35.1,"Self-employed","Mortgage","Vehicle",1
"4113",47287,"Male","Grade 12",2,21.25,683482,2.09,428780,2.63,17.09,35.5,"Contract","Mortgage","Home_improvement",0
"1467",23314,"Female","Degree",2,19.25,532925,1.32,1413268,34.85,120.55,62.8,"Salaried","Mortgage","Vehicle",0
"8481",86464,"Male","No records",1,17.75,568044,2.11,535169,33.11,108.59,56.8,"Salaried","Mortgage","Vehicle",1
"4356",49484,"Female","Grade 12",2,31.25,10161,0.4,36698,26.82,88.56,52.2,"Unemployed","Mortgage","Debt_consolidation",1
"100",10910,"Male","No records",1,23.25,153080,1.68,140415,6.05,30.25,30.8,"Salaried","Rent","Other",0
"1215",20984,"Female","Diploma",0,20.25,255550,1.75,347830,0.7,11.83,35,"Salaried","Mortgage","Home_improvement",0
"4192",47907,"Male","Grade 12",1,18.75,503762,1.33,1168223,30.72,99.97,58.4,"Salaried","Rent","Vehicle",1
"7559",77929,"Female","Diploma",2,19.25,91246,1.17,137560,25.9,86.69,48.8,"Salaried","Own","Debt_consolidation",0
"5128",56615,"Female","Grade 12",0,32.25,4226,0.44,7500,17.14,62.34,45.6,"Unemployed","Rent","Debt_consolidation",0
"6908",72575,"Male","Grade 12",2,20.25,126726,1.45,256999,5.76,28.21,28.6,"Salaried","Rent","Vehicle",1
"5455",59522,"Female","No records",0,19.25,289292,1.81,319260,10.99,46.89,45.5,"Salaried","Own","Debt_consolidation",0
"519",14832,"Female","No records",3,21.75,840584,1.49,3015121,32.5,105.23,54.9,"Salaried","Rent","Other",0
"2882",36363,"Female","Degree",2,25.25,2649942,2.05,5879843,4.39,20.49,32,"Self-employed","Rent","Other",1
"3072",38149,"Male","Degree",0,30.25,2968,0.49,1335,14.65,50.89,47,"Unemployed","Rent","Home_improvement",0
"6812",71809,"Male","No records",2,35,4241,0.51,7179,24.6,86.62,59.4,"Unemployed","Rent","Debt_consolidation",1
"5040",55750,"Male","Diploma",2,23.25,593675,0.98,2068222,5.13,24.4,32.6,"Salaried","Rent","Other",0
"807",17463,"Male","Diploma",2,19.75,2530927,2.4,2045064,21.96,77.3,53.9,"Self-employed","Mortgage","Vehicle",0
"2828",35627,"Female","Diploma",1,18.75,1199302,1.95,2876294,20.34,72.36,44.6,"Self-employed","Mortgage","Home_improvement",0
"4432",50231,"Female","Diploma",0,22.75,1628225,2.23,2766644,34.07,118.05,61.1,"Self-employed","Own","Debt_consolidation",0
"9674",97230,"Male","Diploma",1,17.75,260546,1.07,430858,17.83,63.81,50.5,"Salaried","Mortgage","Vehicle",1
"5802",62967,"Male","Degree",0,17.25,1330897,0.98,490865,19.22,73.44,49.1,"Self-employed","Mortgage","Vehicle",1
"6196",66480,"Female","Degree",2,15.25,345625,1.25,135004,20.14,67.61,53.8,"Salaried","Mortgage","Vehicle",0
"2009",28029,"Female","No records",1,18.25,331402,1.74,807651,5.34,23.15,30.2,"Salaried","Mortgage","Home_improvement",0
"8416",85943,"Male","Grade 12",0,19.25,154800,1.69,419718,17.4,57.29,47.2,"Salaried","Own","Debt_consolidation",0
"3480",41887,"Female","Grade 12",0,19.75,936569,1.16,906787,9.38,40.25,36.3,"Self-employed","Mortgage","Vehicle",0
"9120",91996,"Male","Grade 12",0,21.25,474383,1.24,1470886,20.65,71.37,42.7,"Contract","Mortgage","Vehicle",1
"4448",50351,"Female","No records",3,18.75,260124,1.01,200318,12.03,41.18,40.6,"Salaried","Rent","Vehicle",0
"330",13059,"Female","Grade 12",1,16.75,323449,1.8,267045,22.05,78.08,50.5,"Salaried","Mortgage","Home_improvement",0
"4031",46556,"Male","Diploma",0,14.25,513159,1.7,273624,31,102.26,53,"Salaried","Mortgage","Home_improvement",0
"7744",79835,"Male","Degree",1,17.75,182013,1.87,374497,24.39,81.7,50.4,"Salaried","Mortgage","Vehicle",0
"6395",67986,"Male","Grade 12",1,16.75,249568,1.76,219907,20.25,68.61,47.2,"Salaried","Mortgage","Home_improvement",0
"2938",36971,"Female","Grade 12",1,35,4561,0.51,7488,11.23,40.93,36.9,"Unemployed","Rent","Debt_consolidation",1
"627",15776,"Male","Degree",2,19.75,2289376,1.88,2032952,16.38,60.72,40.4,"Self-employed","Mortgage","Vehicle",1
"4849",54183,"Male","Grade 12",0,27.25,3366057,1.84,11052151,0.13,7.22,25.4,"Self-employed","Rent","Other",1
"2864",36054,"Male","Diploma",2,19.25,159311,1.65,264411,34.94,112.34,60.9,"Salaried","Mortgage","Vehicle",1
"6627",70391,"Male","No records",1,19.25,350939,1.27,129148,9.43,36.13,31.9,"Salaried","Rent","Other",0
"3466",41756,"Female","Diploma",0,21.75,2390525,1.79,5078885,27.13,88.13,55.2,"Self-employed","Mortgage","Debt_consolidation",1
"1632",24797,"Male","Grade 12",2,34.75,5364,0.48,11713,16.82,58.28,44.2,"Unemployed","Mortgage","Debt_consolidation",1
"4149",47510,"Female","Diploma",0,16.75,363902,1.61,760541,16.32,62.19,39.2,"Salaried","Mortgage","Home_improvement",1
"2138",29311,"Male","Grade 12",1,16.75,369024,1.73,661861,10.59,41.28,41.8,"Salaried","Mortgage","Home_improvement",0
"2727",34727,"Male","Grade 12",0,20.75,862365,2.11,451274,17.05,58.95,51.4,"Contract","Mortgage","Debt_consolidation",1
"3115",38579,"Female","Diploma",1,17.75,691366,1.58,1031315,17.3,57.03,48.6,"Salaried","Mortgage","Vehicle",0
"320",12954,"Male","Degree",0,16.75,264381,1.94,633705,19.49,68.87,49.6,"Salaried","Mortgage","Home_improvement",0
"9320",93938,"Male","Degree",0,18.25,490733,1.92,1429591,29.02,94.1,62.3,"Salaried","Mortgage","Home_improvement",1
"7761",80031,"Male","Grade 12",0,16.75,136121,1.95,297853,12.43,43.67,47,"Salaried","Mortgage","Home_improvement",0
"4336",49282,"Male","Degree",0,18.75,168206,1.16,152856,32.34,107.17,58.6,"Salaried","Rent","Vehicle",1
"8200",83962,"Male","Degree",0,22.25,2376868,2.04,899286,0.76,13.62,27.9,"Self-employed","Own","Debt_consolidation",0
"2096",28944,"Male","Degree",0,23.25,3610333,1.98,9523406,37.34,124.13,67.3,"Self-employed","Mortgage","Debt_consolidation",1
"1872",26838,"Male","Degree",1,22.25,907711,1.59,3177226,14.68,53.56,47.9,"Contract","Rent","Vehicle",0
"7664",78952,"Male","No records",0,23.25,501555,1.88,1044235,37.8,126.27,64.8,"Salaried","Rent","Other",0
"7490",77347,"Male","Degree",0,22.75,613454,1.69,1929020,29.87,94.57,62.6,"Self-employed","Own","Debt_consolidation",0
"6426",68302,"Male","No records",0,17.75,712366,1.4,2495794,14.07,53.71,38.7,"Salaried","Mortgage","Vehicle",0
"954",18794,"Female","Diploma",0,20.75,328174,1.62,148216,38.04,122.31,70.4,"Salaried","Rent","Other",0
"7830",80608,"Female","Grade 12",1,19.75,4147449,1.82,4139683,28.43,89.76,53.6,"Self-employed","Mortgage","Vehicle",1
"4308",49051,"Female","Postgrad",3,20.75,304880,1.13,788311,4.53,25.77,35.3,"Salaried","Own","Debt_consolidation",0
"5210",57455,"Female","Degree",0,16.75,172441,1.89,599157,28.5,95.74,53.4,"Salaried","Mortgage","Home_improvement",1
"1558",24108,"Male","Grade 12",0,19.25,606628,1,1270253,11.43,43.4,39.5,"Salaried","Own","Debt_consolidation",0
"2684",34322,"Male","Postgrad",0,21.25,1093117,1.75,557574,36.25,123.17,59.9,"Self-employed","Rent","Other",1
"5072",56007,"Male","Diploma",0,18.75,700029,1.28,809109,26.77,93.76,58.4,"Salaried","Rent","Vehicle",0
"6739",71212,"Female","Grade 12",2,21.25,1879909,1.15,6355235,29.73,100.14,58.4,"Self-employed","Own","Debt_consolidation",0
"4622",52059,"Male","No records",0,19.25,289152,1.17,484920,39.34,127.36,64.7,"Salaried","Mortgage","Vehicle",1
"8853",89747,"Female","Grade 12",0,21.25,2444125,1.93,7595872,38,125.59,70.4,"Self-employed","Mortgage","Vehicle",0
